title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
Ballerina,Malou Prytz,1,11428,29,8,0.472,0.61,9,-7.888,0,0.0648,0.00471,0.00558,0.217,0.306,93.788,182830,0.09791,177.15083,4,False,38,swedish idol pop,2020-02-01,Yes
The Best in Me - Eurovision France 2020,Tom Leeb,1,13486,27,8,0.312,0.496,1,-6.346,1,0.0371,0.425,0,0.109,0.202,135.989,180387,3.34948,172.5591,4,False,35,variete francaise,2020-02-16,Yes
The Missing Piece,Paul Rey,1,30897,46,9,0.709,0.496,7,-9.311,0,0.0428,0.137,6.78e-06,0.0965,0.257,122.99,181707,0.47039,177.74875,4,False,45,swedish pop,2021-02-06,Yes
Maps,Lesley Roy,1,22298,31,9,0.543,0.833,7,-6.987,1,0.0416,0.0212,0,0.36,0.547,143.002,172123,0.08753,168.74522,4,False,45,candy pop,2021-02-26,Yes
Rewrite The Stars,Zac Efron,2,2399064.5,68.5,10,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,0.24363,207.0117,4,False,75,hollywood,2017-12-08,Yes
This Is Me,Keala Settle,2,228582,63.5,10,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,0.2551,227.01569,4,False,75,broadway,2017-12-08,Yes
Look Down,Hugh Jackman,3,197091.33333333334,46,10,0.379,0.377,10,-11.951,1,0.184,0.898,1.16e-06,0.128,0.375,152.624,196680,2.59483,191.78522,4,False,46,hollywood,2013-01-01,Yes
Escriurem,Miki Núñez,1,118095,48,11,0.307,0.535,7,-6.717,1,0.0412,0.268,0,0.328,0.292,189.472,225991,0.11043,216.3287,3,False,47,latin talent show,2019-09-12,Yes
Blanco y Negro,Malú,1,1651934,60,10,0.472,0.831,3,-3.575,1,0.0312,0.505,0,0.105,0.514,168.088,233667,3.89515,227.07954,3,False,59,latin arena pop,2010-05-08,Yes
Qué Bonito Es Querer,Manuel Carrasco,1,2074496,65,11,0.609,0.718,11,-7.177,1,0.045,0.6,0,0.082,0.426,93.94,270188,0.0,257.19003,4,False,67,carnaval cadiz,2018-12-07,Yes
Abran Fuego,Malú,1,1651934,60,8,0.631,0.77,8,-3.704,1,0.0868,0.223,0,0.128,0.343,147.001,182637,0.0,165.99365,4,False,36,latin arena pop,2021-10-22,Yes
Azul,Kike Santander,3,1014903,42.666666666666664,7,0.652,0.856,1,-4.646,1,0.0315,0.0226,0,0.101,0.601,128.006,260347,0.06376,249.05144,4,False,48,desconocido,2001-06-05,Yes
Freaks,Jordan Clarke,1,26943,45,7,0.674,0.568,1,-6.356,1,0.0408,0.116,0,0.165,0.64,166.107,174800,0.11596,174.8,4,False,34,alt z,2019-02-25,Yes
It's a sin,Elton John,2,6827571.5,75.5,15,0.596,0.891,0,-5.925,0,0.0429,0.035,4.19e-06,0.186,0.2,124.986,284807,0.28984,276.18976,4,False,49,glam rock,2021-05-11,Yes
Umbrella,Rihanna,2,32095994,86,15,0.581,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,275987,0.32853,262.65253,4,False,38,barbadian pop,2008-01-01,Yes
Mándame Un Audio - Remix,Fresquito,3,884918,50.333333333333336,11,0.511,0.951,2,-2.771,1,0.0753,0.0414,0,0.166,0.673,176.104,208066,0.0,196.55112,4,False,53,rap espanol,2021-06-25,Yes
Unconditional,Picture This,1,311614,56,8,0.602,0.664,0,-6.486,1,0.0379,0.119,0,0.0692,0.435,117.919,193347,4.34213,183.63501,4,False,43,irish pop,2020-07-10,Yes
Pain,Maltorian,1,3658,44,7,0.484,0.707,4,-8.605,0,0.629,0.351,0.523,0.118,0.222,170.002,189268,0.09873,182.81651,4,False,45,hardtekk,2020-12-12,Yes
Everytime We Touch - Nightcore & KYANU Edit,Cascada,2,247151.5,62.5,6,0.517,0.962,0,-6.391,1,0.102,0.0126,0.00125,0.436,0.546,177.641,148479,0.3654,142.69823,4,False,58,eurodance,2015-09-11,Yes
Soy Yo,Bomba Estéreo,1,1046804,72,7,0.887,0.581,11,-7.632,0,0.172,0.0396,0.000198,0.0788,0.786,117.042,159800,0.19161,155.95683,4,False,63,cumbia,2015-06-02,Yes
To My Love - Tainy Remix,Bomba Estéreo,2,1214958,74,11,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,0.281,99.996,251773,0.17991,240.31493,4,False,69,cumbia,2016-12-16,Yes
La Bella Y La Bestia (Con Norykko),Porta,1,2144560,62,12,0.611,0.847,11,-4.26,0,0.299,0.507,0,0.25,0.668,175.836,308947,0.26132,303.64734,4,False,0,peruvian hip hop,2009-01-01,Yes
Cambios,Rodol VX,2,4690,37.5,6,0.459,0.519,6,-12.755,0,0.0298,0.149,0.844,0.111,0.271,174.042,157633,0.37764,157.63292,4,False,18,desconocido,2020-06-25,Yes
MARICÓN,Laskaar,1,3008,14,8,0.752,0.9,1,-5.206,1,0.0556,0.0469,0.0233,0.71,0.83,122.006,156112,0.0,156.11192,4,True,29,desconocido,2022-06-01,Yes
Ojalá,ARON,1,154740,51,10,0.657,0.229,0,-13.635,0,0.047,0.746,0.000132,0.113,0.218,100.103,211800,0.0,208.24815,4,False,45,trap triste,2022-02-11,Yes
In corpore sano,Konstrakta,1,15851,36,10,0.922,0.705,0,-7.457,1,0.0841,0.00641,1.47e-05,0.169,0.629,135.944,179483,0.23279,176.77351,4,False,55,desconocido,2022-02-11,Yes
LA FAMA (with The Weeknd),ROSALÍA,2,36857277.5,90,9,0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,188103,0.25601,183.18803,4,False,10,pop,2021-11-11,Yes
This is Not America (feat. Ibeyi),Residente,2,781900.5,54.5,9,0.553,0.771,1,-4.132,1,0.236,0.0181,0,0.138,0.273,86.582,231332,0.20308,226.02304,4,False,57,venezuelan hip hop,2022-03-17,Yes
Voltaire,Horsemen,1,1694,22,14,0.869,0.688,0,-6.825,1,0.247,0.049,0.516,0.0807,0.449,119.962,304000,0.0,286.20917,4,False,36,jazz house,2019-10-30,Yes
Stan - Recorded at Spotify Studios NYC,Alec Benjamin,1,4372595,76,10,0.693,0.549,6,-8.964,0,0.418,0.625,0,0.122,0.645,82.152,202482,0.31347,197.75854,4,False,52,alt z,2019-01-30,Yes
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,4,1208038.75,68.5,15,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,0.17773,311.58276,4,False,65,pop rap,2012-10-09,Yes
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,4,1193407,74.75,15,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,0.0,254.8274,4,False,84,pop rap,2012-10-09,Yes
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,4,1181969.75,72,13,0.747,0.525,6,-7.164,0,0.313,0.0531,0,0.039,0.699,94.949,235983,0.14476,233.14577,4,False,56,pop rap,2012-10-09,Yes
Papa Dios Me Dijo,"Secreto ""El Famoso Biberon""",1,426495,50,9,0.795,0.921,5,-3.762,0,0.26,0.0258,0,0.577,0.702,119.995,212840,0.10454,207.40643,4,False,0,dembow,2018-09-20,Yes
Ella Baila Sola,Eslabon Armado,2,4238037.5,90,9,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,165671,0.19787,160.33958,3,False,99,corrido,2023-03-16,Yes
In the Navy - Original Version 1979,Village People,1,559030,60,13,0.725,0.959,9,-6.994,0,0.0472,0.0725,0,0.14,0.755,127.323,339947,0.14481,329.51437,4,False,60,disco,1979,Yes
Cómo hablar,Amaral,1,742926,58,13,0.606,0.775,3,-4.752,1,0.0291,0.0356,1.74e-06,0.111,0.626,117.357,241267,0.18286,228.14766,4,False,59,latin arena pop,2000,Yes
Slytherin,Mandragora,1,333663,55,11,0.729,0.406,3,-8.831,0,0.0822,0.109,0.565,0.27,0.0388,163.998,210732,0.0,207.1278,4,False,55,brazilian edm,2020-12-23,Yes
Ateo,C. Tangana,2,1749209.5,69.5,11,0.826,0.74,1,-4.45,0,0.0368,0.142,2.59e-05,0.175,0.733,130.025,239925,0.11773,232.68137,4,False,71,urbano espanol,2021-10-07,Yes
Rescue Me,OneRepublic,1,15711792,83,8,0.761,0.606,11,-7.742,0,0.0424,0.157,0,0.574,0.646,121.038,159650,0.25542,157.14685,4,False,72,piano rock,2021-08-27,Yes
Momma Always Told Me (feat. Stanaj & Yung Bae),Mike Posner,3,532517.3333333334,54,10,0.766,0.533,9,-5.758,0,0.0506,0.03,0,0.0667,0.764,107.999,181335,0.33079,175.54286,4,True,45,dance pop,2021-01-28,Yes
The Funeral,YUNGBLUD,1,2085841,69,11,0.476,0.861,7,-4.942,1,0.0419,0.000107,0.000105,0.0596,0.744,185.004,210837,0.2322,200.77135,4,True,55,british indie rock,2022-09-02,Yes
Búscate un hombre que te quiera,El Arrebato,1,718371,57,12,0.646,0.904,0,-3.143,0,0.135,0.0706,0,0.0409,0.889,162.928,228800,2.93152,224.87946,4,False,58,pop flamenco,2004-08-30,Yes
Johnny B. Goode,Chuck Berry,1,1813248,66,10,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,161560,0.40549,154.29079,4,False,79,blues,1959-07-01,Yes
When the Night is Long (feat. Shelby Merry),Final Space,2,9493.5,31,11,0.4,0.0944,3,-17.252,1,0.0347,0.87,0,0.088,0.204,121.375,260143,0.28399,252.03519,4,False,42,desconocido,2020-08-11,Yes
Car Radio,Twenty One Pilots,1,23735668,79,11,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,267720,2.12463,263.97604,4,False,72,modern rock,2013-01-08,Yes
Paradise (feat. Dermot Kennedy),MEDUZA,2,996895.5,75.5,7,0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,167903,0.0,164.94295,4,False,79,pop dance,2020-10-30,Yes
Love Is Not Enough - Hybrid Minds Remix,Above & Beyond,3,303228.3333333333,54.333333333333336,11,0.412,0.869,10,-1.557,0,0.0463,0.00343,0.227,0.111,0.0604,174.017,303448,0.0,280.99048,4,False,35,edm,2020-12-07,Yes
Whatever You Want,Status Quo,1,730771,59,12,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,243547,0.2727,231.35782,4,False,65,blues rock,1979,Yes
River,Bishop Briggs,1,816623,62,10,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,0.19741,210.68045,4,False,76,modern alternative rock,2018-04-20,Yes
Your Show,Dafina,2,188.5,5,11,0.768,0.836,3,-3.259,0,0.0561,0.0107,3.78e-05,0.23,0.165,117.052,186259,0.5224,180.52354,4,False,3,desconocido,2020-11-06,Yes
Drugs,GiiRL,1,4673,26,11,0.634,0.868,0,-4.718,1,0.0619,0.253,2.78e-05,0.197,0.513,140.004,185878,0.24372,182.74104,4,False,0,desconocido,2019-02-01,Yes
Boss Bitch,Doja Cat,1,25648289,85,8,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,0.0,128.33669,4,False,81,dance pop,2020-01-23,Yes
Flor de Primavera (feat. Marlon),84,2,51171.5,44,13,0.646,0.761,11,-7.225,1,0.0369,0.0835,0,0.202,0.714,127.842,215477,0.0,210.74431,4,False,39,spanish rock,2021-10-01,Yes
La Última Canción,Malmö 040,2,10590,45,8,0.687,0.604,4,-8.706,1,0.0891,0.632,0,0.8,0.483,135.115,185125,0.77837,176.2917,4,False,57,desconocido,2022-06-17,Yes
Todo Lo Que Pido,Ciao Marina,2,4930,36.5,7,0.692,0.477,8,-9.499,1,0.039,0.446,1.94e-06,0.131,0.693,149.93,160002,2.04916,157.75056,3,False,52,desconocido,2022-10-07,Yes
Mimentekistán,Besmaya,1,13036,48,8,0.508,0.549,5,-6.578,1,0.0652,0.505,1.17e-05,0.191,0.34,170.206,183811,0.0,171.6419,3,False,40,tontipop,2022-10-06,Yes
Mil Laberintos,Ters,1,16056,47,8,0.886,0.667,11,-6.614,1,0.0435,0.126,0,0.173,0.907,127.022,158000,0.47034,152.7989,4,False,62,rap espanol,2023-02-20,Yes
Nocif,Hamza,2,2740579.5,74,12,0.844,0.55,11,-7.903,0,0.0882,0.0318,0.00117,0.107,0.788,121.971,229387,2.62966,215.43474,4,True,75,belgian hip hop,2023-02-17,Yes
Nunca el Tiempo Es Perdido,Manolo Garcia,1,610093,57,12,0.741,0.866,8,-5.652,0,0.0545,0.0902,0.000194,0.0978,0.854,129.937,268080,0.27143,260.81815,4,False,56,cantautor,2004-11-14,Yes
Lo Nuestro,Fondo Flamenco,1,460829,59,10,0.591,0.561,0,-5.534,1,0.0291,0.477,0,0.105,0.521,139.902,242400,0.72558,232.06602,4,False,37,flamenco fusion,2010-03-09,Yes
"Q, Tal",Fondo Flamenco,1,460829,59,9,0.633,0.831,1,-4.611,0,0.0292,0.519,0,0.136,0.59,140.032,201851,0.4346,188.89433,4,False,56,flamenco fusion,2008-12-08,Yes
El Ultimo Adiós,Fondo Flamenco,1,460829,59,9,0.709,0.744,0,-5.6,0,0.0328,0.662,0,0.236,0.68,131.975,217519,0.49918,207.57478,4,False,49,flamenco fusion,2008-12-08,Yes
Escúchame Mujer,Fondo Flamenco,1,460829,59,10,0.697,0.807,0,-8.052,0,0.0607,0.305,0,0.0808,0.377,147.973,217664,0.80109,208.82866,4,False,40,flamenco fusion,2007-10-15,Yes
No Estamos Lokos (Kalikeno),Ketama,1,127846,45,10,0.698,0.897,2,-8.586,1,0.0801,0.632,0,0.965,0.772,103.881,277200,6.24036,274.75592,4,False,41,cantautor,1995-01-01,Yes
Gitana,Manzanita,1,149128,45,12,0.497,0.42,9,-14.618,1,0.0842,0.759,1.96e-05,0.228,0.576,146.965,258840,0.22921,250.0615,4,False,48,flamenco,1978,Yes
La noche me resbala,Señor Trepador,1,11249,32,10,0.549,0.915,8,-4.726,1,0.0649,0.0374,0,0.247,0.903,94.871,181840,2.5542,175.9376,4,False,51,desconocido,2006-06-05,Yes
3weeks,mori,1,23698,37,6,0.637,0.328,9,-12.426,0,0.0419,0.79,4.79e-05,0.0927,0.2,110.015,174818,0.26694,164.44952,4,False,28,desconocido,2020-06-05,Yes
El Pop Es la Muerte,El Buen Hijo,1,12006,31,6,0.672,0.639,4,-10.198,0,0.0362,0.00247,0.691,0.306,0.292,130.012,171218,0.84753,161.9824,4,False,26,tontipop,2017-03-03,Yes
Pekín,El Buen Hijo,1,12006,31,7,0.634,0.32,0,-11.008,1,0.0387,0.86,6.46e-06,0.119,0.299,80.02,167125,0.0639,158.62132,3,False,34,tontipop,2017-03-03,Yes
Quedar Pa Joder,Hens,1,88791,55,8,0.481,0.927,7,-3.022,1,0.0504,0.00499,0,0.207,0.767,169.918,191789,0.0,188.60408,4,False,39,rap espanol,2021-05-21,Yes
Angela,Hatik,1,799969,58,9,0.804,0.475,2,-8.674,0,0.0711,0.756,0.228,0.106,0.374,95.968,236000,2.68771,229.1113,4,True,19,french hip hop,2020-06-05,Yes
Matar la Pena,Besmaya,2,12573.5,48.5,8,0.704,0.684,7,-7.05,1,0.0602,0.161,0,0.464,0.695,145.018,152553,0.0,148.89796,4,False,62,tontipop,2021-10-22,Yes
Me Dará Igual,Besmaya,1,13036,48,8,0.618,0.907,9,-4.28,1,0.0449,0.00536,0.000808,0.0929,0.758,139.964,207629,0.23823,198.76282,4,False,44,tontipop,2022-05-13,Yes
Recuerdos,La vecina de arriba,1,1212,30,6,0.784,0.586,4,-7.685,1,0.0358,0.158,1.08e-06,0.101,0.704,132.988,166060,0.0,158.79546,4,False,46,desconocido,2021-04-02,Yes
Cerquita del sol,GREX,1,16549,44,7,0.802,0.669,9,-5.62,1,0.0658,0.652,0,0.185,0.519,105.036,151679,0.21483,144.23074,4,False,49,desconocido,2023-01-02,Yes
Just A Little While,The 502s,1,128601,56,9,0.636,0.788,5,-9.177,0,0.0432,0.0897,0,0.286,0.701,125.0,162608,0.3937,153.57098,4,False,65,desconocido,2021-10-15,Yes
Waves,The 502s,1,128601,56,7,0.703,0.441,10,-10.081,1,0.0273,0.263,0,0.19,0.837,99.94,136379,0.1317,122.57234,4,False,57,desconocido,2022-08-19,Yes
Hurricane (feat. SHIBUI),Blasterjaxx,4,231059.5,64.5,7,0.372,0.915,11,-4.577,1,0.085,0.064,0.00011,0.126,0.466,91.124,153222,2.47293,144.24236,3,False,67,big room,2022-04-01,Yes
Coffee (Give Me Something) - Quintino Remix,Tiësto,3,3108211.3333333335,71.66666666666667,9,0.715,0.859,1,-4.982,1,0.0405,0.0747,5.81e-05,0.254,0.358,127.965,151445,0.1512,151.44531,4,False,58,big room,2020-09-11,Yes
Live Is Life - Live,Opus,1,52268,55,10,0.633,0.816,9,-11.223,0,0.0408,0.199,4.86e-06,0.988,0.606,93.85,254600,3.44816,247.47247,4,False,63,austropop,1997-01-01,Yes
Angels Like You,Miley Cyrus,1,21070995,87,7,0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981,196453,0.22104,190.46169,4,False,93,pop,2020-11-27,Yes
I Can Talk,Two Door Cinema Club,1,2296211,68,10,0.471,0.75,9,-4.864,0,0.196,3.13e-05,0.103,0.271,0.652,162.944,175907,0.08118,170.46349,4,False,60,indie rock,2010-03-01,Yes
Like A Saviour,Ellie Goulding,1,12035834,81,9,0.701,0.662,3,-3.951,0,0.0302,0.0255,0,0.151,0.576,123.01,220404,0.21265,216.73506,4,False,35,indietronica,2023-04-07,Yes
Scars,Miley Cyrus,1,21070995,87,15,0.525,0.847,11,-3.269,0,0.0624,0.00272,0,0.0778,0.345,129.873,222493,0.17415,216.23003,4,False,40,pop,2010-01-01,Yes
Never Let Me Down Again,Jessica Mazin,1,5665,34,9,0.477,0.107,5,-13.839,1,0.0303,0.785,1.91e-06,0.0829,0.14,96.138,209749,0.47329,196.96907,4,False,54,desconocido,2023-02-27,Yes
Good and Broken,Miley Cyrus,1,21070995,87,4,0.48,0.87,11,-4.015,1,0.097,0.000195,0.000938,0.139,0.418,144.085,175080,0.43569,163.57297,4,False,37,pop,2007-06-26,Yes
BB Talk,Miley Cyrus,1,21070995,87,10,0.58,0.792,9,-5.94,1,0.0492,0.0159,0,0.0684,0.347,100.061,272813,0.0,267.91183,4,True,47,pop,2015-08-30,Yes
All By Myself,Alok,3,8582067.333333334,77.33333333333333,8,0.619,0.857,0,-4.016,0,0.0424,0.0828,0,0.144,0.794,123.064,171750,0.0,164.97778,4,False,0,electro house,2023-04-07,Yes
Better Man,Ellie Goulding,1,12035834,81,8,0.577,0.55,8,-7.61,1,0.0505,0.462,0.000368,0.0752,0.258,104.992,172940,0.19751,167.83383,4,False,46,indietronica,2023-04-07,Yes
Fly On The Wall,Miley Cyrus,1,21070995,87,7,0.559,0.961,7,-4.162,0,0.0544,0.165,0,0.152,0.697,143.974,151800,0.09302,145.94322,4,False,57,pop,2008-01-01,Yes
Soarele si Luna,Pasha Parfeni,1,5734,52,9,0.619,0.857,8,-5.166,1,0.137,0.36,0,0.181,0.335,124.957,178800,0.0,173.8536,4,False,73,moldovan pop,2023-01-19,Yes
Lighthouse,Patrick Watson,1,582711,70,11,0.281,0.169,2,-13.873,0,0.0307,0.755,0.416,0.138,0.155,138.267,286053,0.4956,278.17505,3,False,52,indie folk,2012-04-16,Yes
TIMEZONE,Måneskin,1,7450692,80,8,0.262,0.585,1,-4.196,0,0.0366,0.00275,0,0.0614,0.272,74.832,179631,0.22068,176.28009,3,True,72,indie rock italiano,2023-01-20,Yes
Younger Now,Miley Cyrus,1,21070995,87,11,0.548,0.873,4,-4.881,1,0.0618,0.00129,4.55e-05,0.138,0.328,121.918,248773,0.0,240.22784,4,False,60,pop,2017-09-29,Yes
Pointless,Lewis Capaldi,1,11163034,82,8,0.436,0.625,4,-4.046,1,0.0519,0.0802,0,0.112,0.311,122.807,231120,0.13456,222.41234,4,False,55,pop,2023-04-14,Yes
Future Lover,Brunette,1,14467,51,7,0.556,0.435,2,-10.851,0,0.0435,0.887,0,0.101,0.24,103.114,166019,0.88327,153.77995,4,False,71,desconocido,2023-03-17,Yes
GONE,NF,2,6750464,77,8,0.564,0.373,5,-6.218,1,0.0408,0.515,0,0.0995,0.458,80.088,246119,0.24753,236.34431,4,False,75,hip hop,2023-04-07,Yes
IF NOT FOR YOU,Måneskin,1,7450692,80,7,0.528,0.431,9,-6.59,1,0.0283,0.629,0.000162,0.0946,0.293,139.741,194875,0.22036,184.97015,3,False,66,indie rock italiano,2023-01-20,Yes
RUNNING,NF,1,8563535,81,9,0.549,0.601,5,-6.129,1,0.0852,0.258,0,0.168,0.296,145.552,253532,0.24957,247.0429,4,False,76,hip hop,2023-04-07,Yes
MISTAKE,NF,1,8563535,81,9,0.834,0.414,4,-5.978,0,0.0411,0.642,0,0.159,0.391,110.048,215187,0.27338,196.644,4,False,74,hip hop,2023-04-07,Yes
I Would Die For You,Miley Cyrus,1,21070995,87,10,0.618,0.374,9,-7.524,0,0.0298,0.18,0,0.182,0.202,95.92,173867,0.08703,169.60435,4,False,57,pop,2017-09-29,Yes
Cure For Love,Ellie Goulding,1,12035834,81,9,0.716,0.728,0,-3.095,1,0.0459,0.247,0,0.282,0.452,111.102,177463,0.23175,172.5707,4,False,36,indietronica,2023-04-07,Yes
Maybe You're Right,Miley Cyrus,1,21070995,87,8,0.719,0.814,8,-5.099,1,0.0523,0.0235,0,0.0862,0.571,107.973,213387,0.0,210.7385,4,False,49,pop,2013-10-04,Yes
AVATAR - L'amore non esiste,Madame,1,639064,66,10,0.608,0.498,8,-10.113,1,0.0329,0.184,0.0156,0.0864,0.141,105.959,227502,0.13909,221.40807,4,False,51,italian adult pop,2023-03-30,Yes
To Be Yours,ODESZA,2,801335.5,60.5,10,0.595,0.891,0,-3.928,1,0.0353,0.319,0.0987,0.327,0.539,95.013,211783,0.08726,206.56471,4,True,57,chillwave,2023-03-15,Yes
Beautiful,Duncan Laurence,1,482182,67,9,0.493,0.549,0,-10.299,1,0.0319,0.487,0.031,0.07,0.56,99.762,257600,4.33052,252.31383,4,False,32,dutch pop,2020-11-27,Yes
Balance,gnash,1,1593242,63,8,0.66,0.421,11,-12.9,1,0.0361,0.826,0.0034,0.351,0.172,104.929,175237,0.20349,165.62213,4,False,26,alt z,2023-03-24,Yes
Entre Un Millón,Miki Núñez,1,118095,48,10,0.525,0.755,3,-7.073,1,0.0558,0.18,0,0.114,0.556,123.823,199490,0.14508,192.16833,4,False,47,latin talent show,2023-03-29,Yes
La Notte Vola - RMX (feat. Lorella Cuccarini),Olly,3,14450.666666666666,53.333333333333336,7,0.645,0.708,1,-6.324,1,0.173,0.232,0,0.0949,0.593,139.979,142714,0.12694,139.84218,4,False,57,italian pop,2023-03-16,Yes
Coca zero,Pinguini Tattici Nucleari,1,1420164,70,10,0.744,0.731,4,-5.944,1,0.221,0.139,0,0.23,0.767,74.995,203648,0.31896,203.64757,4,False,73,bergamo indie,2023-03-31,Yes
Between Good And Goodbye,Duncan Laurence,1,482182,67,10,0.429,0.319,0,-7.697,1,0.0376,0.626,0,0.105,0.311,133.858,246413,0.30812,235.6245,4,False,31,dutch pop,2020-11-27,Yes
Last Night,Duncan Laurence,1,482182,67,8,0.61,0.371,0,-10.615,1,0.0432,0.737,1.13e-06,0.0701,0.386,127.913,174427,0.35374,169.58113,4,False,29,dutch pop,2020-11-27,Yes
By The End Of The Night,Ellie Goulding,1,12035834,81,8,0.604,0.817,1,-3.538,0,0.034,0.0097,2.44e-05,0.133,0.369,149.947,188562,0.22467,178.94458,4,False,39,indietronica,2023-04-07,Yes
With All My Heart,ILLENIUM,2,1965903.5,77.5,8,0.565,0.697,9,-4.901,1,0.0316,0.321,0,0.0926,0.343,99.934,177600,0.0,170.55637,4,False,66,edm,2023-03-24,Yes
Say Say Say (feat. Paul McCartney & Michael Jackson),Kygo,3,13447878.333333334,77,7,0.729,0.708,6,-5.573,1,0.0616,0.0538,0,0.102,0.425,117.911,174984,0.23451,165.03583,4,False,78,edm,2023-03-31,Yes
Feel Something (feat. Duncan Laurence),Armin van Buuren,2,2377633,70.5,9,0.644,0.613,0,-6.23,1,0.157,0.0966,0,0.0821,0.643,93.799,157640,0.28404,154.10503,4,False,0,dutch trance,2020-11-27,Yes
Poquita cosa,Chica Sobresalto,2,30449.5,45,9,0.632,0.754,11,-5.415,1,0.0335,0.00756,0,0.118,0.685,148.033,205733,0.21469,192.87074,4,False,44,tontipop,2023-03-22,Yes
Lonesome,Sabrina Carpenter,1,5475141,77,9,0.624,0.345,0,-11.116,1,0.037,0.418,8.74e-05,0.107,0.352,111.185,187592,0.28499,176.4194,4,True,62,pop,2023-03-17,Yes
Pilantra,Jão,2,7853564,72,9,0.704,0.825,1,-5.081,0,0.0943,0.133,0,0.0862,0.694,140.02,192709,0.33084,184.38385,4,False,76,pop nacional,2023-03-13,Yes
Por Las Veces,Conchita,1,193344,55,8,0.712,0.57,0,-5.979,1,0.0486,0.411,1.15e-06,0.329,0.457,63.319,203213,0.0,199.15175,4,False,53,spanish pop,2023-03-24,Yes
NIMPHA - La storia di una ninfomane,Madame,1,639064,66,8,0.695,0.425,10,-8.823,0,0.059,0.673,0.000875,0.117,0.833,85.824,178402,0.0,176.32652,4,False,56,italian adult pop,2023-03-30,Yes
Feather,Sabrina Carpenter,1,5475141,77,6,0.787,0.686,6,-4.37,0,0.0339,0.0893,0,0.0927,0.836,123.51,185553,0.26689,176.8896,4,True,77,pop,2023-03-17,Yes
Laguna,Rouss,2,76945,51.5,9,0.667,0.575,7,-6.296,1,0.0346,0.0342,0,0.0831,0.486,134.938,222667,0.41855,213.24626,4,False,47,desconocido,2023-03-22,Yes
this is what losing someone feels like,JVKE,1,2531302,82,7,0.602,0.493,5,-5.695,1,0.0443,0.825,0,0.364,0.281,128.577,172326,3.19855,159.91583,4,False,71,modern indie pop,2023-03-17,Yes
Sleeping On The Phone,Duncan Laurence,1,482182,67,8,0.461,0.343,7,-11.698,1,0.034,0.837,0,0.102,0.217,106.046,189480,0.17261,170.39383,4,False,28,dutch pop,2020-11-27,Yes
El Verano,Nena Daconte,1,159188,50,9,0.584,0.897,0,-4.288,1,0.0376,0.0133,0.000507,0.273,0.715,140.033,201921,0.09864,192.60371,4,False,25,spanish pop,2023-03-10,Yes
Ben & Jerry´s,Ana Mena,1,680259,68,10,0.774,0.673,6,-6.112,0,0.0756,0.525,0,0.0786,0.748,100.005,203854,0.0,193.846,4,False,52,spanish pop,2023-03-24,Yes
L'ONDA - La morte del marinaio,Madame,1,639064,66,11,0.611,0.703,9,-7.124,0,0.0325,0.0275,0.0001,0.56,0.345,93.999,194829,0.10118,187.17026,4,False,51,italian adult pop,2023-03-30,Yes
Detrás de Cada Luz,Nena Daconte,1,159188,50,9,0.592,0.876,10,-4.93,1,0.106,0.00229,0.00036,0.0825,0.52,146.848,214013,0.0,209.04346,4,False,27,spanish pop,2023-03-10,Yes
Eyes Closed,Ed Sheeran,1,112734371,90,6,0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,194849,0.22626,188.9698,4,False,89,pop,2023-03-24,Yes
PER IL TUO BENE,Madame,1,639064,66,10,0.286,0.217,7,-14.51,1,0.0458,0.738,3.11e-05,0.234,0.182,84.141,260053,0.238,254.29913,4,False,50,italian adult pop,2023-03-30,Yes
